CNPJ_Fundo,Data_Referencia,Versao,Data_Entrega,Nome_Fundo,Data_Funcionamento,Publico_Alvo,Codigo_ISIN,Quantidade_Cotas_Emitidas,Fundo_Exclusivo,Fundo_Nao_Listado_Exclusivo,Cotistas_Vinculo_Familiar,Mandato,Segmento_Atuacao,Tipo_Gestao,Prazo_Duracao,Data_Prazo_Duracao,Encerramento_Exercicio_Social,Mercado_Negociacao_Bolsa,Mercado_Negociacao_MBO,Mercado_Negociacao_MB,Entidade_Administradora_BVMF,Entidade_Administradora_CETIP,Nome_Administrador,CNPJ_Administrador,Logradouro,Numero,Complemento,Bairro,Cidade,Estado,CEP,Telefone1,Telefone2,Telefone3,Site,Email,Data_Encerramento_Trimestre
23.648.935/0001-84,2019-12-31,1,2020-02-13,MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS FII,2019-08-22,INVESTIDORES EM GERAL,BRMCCICTF008,5462000.0,Não,Não,Não,Renda,Títulos e Val. Mob.,Ativa,Indeterminado,,Dezembro,Sim,Não,Não,Sim,Não,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,23648935000184.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3441,,,www.btgpactual.com,sh-contato-fundoimobiliario@btgpactual.com,2019-12-31
23.740.527/0001-58,2019-03-31,1,2019-05-15,FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS,2017-07-11,INVESTIDOR PROFISSIONAL,,8940000.0,Sim,Não,Sim,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740527000158.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,vwmprodutosestruturados@votorantimwm.com.br,2019-03-31
23.740.527/0001-58,2019-06-30,1,2019-08-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS,2017-07-11,INVESTIDOR PROFISSIONAL,,12000000.0,Sim,Não,Não,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740527000158.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,vwmprodutosestruturados@votorantimwm.com.br,2019-06-30
23.740.527/0001-58,2019-09-30,1,2019-11-05,FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS,2017-07-11,INVESTIDOR PROFISSIONAL,,12000000.0,Sim,Não,Não,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740527000158.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-3750,,,www.vam.com.br,RI-VAM@bv.com.br,2019-09-30
23.740.527/0001-58,2019-12-31,1,2020-02-17,FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS,2017-07-11,INVESTIDOR PROFISSIONAL,,12000000.0,Sim,Não,Não,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740527000158.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-3750,,,www.vam.com.br,RI-VAM@bv.com.br,2019-12-31
23.740.552/0001-31,2019-03-29,1,2019-05-21,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL XII,2016-04-06,INVESTIDOR PROFISSIONAL,,103500.0,Sim,Não,Não,Desenvolvimento para Venda,Híbrido,Ativa,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740552000131.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5096,,,www.vam.com.br,vwmprodutosestruturados@bv.com.br,2019-03-31
23.740.552/0001-31,2019-06-28,1,2019-08-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL XII,2016-04-06,INVESTIDOR PROFISSIONAL,,103500.0,Sim,Não,Não,Desenvolvimento para Venda,Híbrido,Ativa,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740552000131.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5096,,,www.vam.com.br,vwmprodutosestruturados@bv.com.br,2019-06-28
23.740.552/0001-31,2019-09-30,1,2019-11-18,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL XII,2016-04-06,INVESTIDOR PROFISSIONAL,,103500.0,Sim,Não,Não,Desenvolvimento para Venda,Híbrido,Ativa,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740552000131.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5096,,,www.vam.com.br,RI-VAM@bv.com.br,2019-09-30
23.740.552/0001-31,2019-12-31,2,2020-02-27,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL XII,2016-04-06,INVESTIDOR PROFISSIONAL,,103500.0,Sim,Não,Não,Desenvolvimento para Venda,Híbrido,Ativa,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740552000131.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5096,,,www.vam.com.br,RI-VAM@bv.com.br,2019-12-31
23.740.595/0001-17,2019-03-31,1,2019-05-15,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,2018-08-30,INVESTIDOR QUALIFICADO,BRVSHOCTF002,2098800.0,Sim,Não,Não,Renda,Shoppings,Ativa,Indeterminado,,30/06,Sim,Sim,Não,Sim,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740595000117.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,RI-VAM@bv.com.br,2019-03-31
23.740.595/0001-17,2019-06-30,1,2019-08-12,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,2018-08-30,INVESTIDOR QUALIFICADO,BRVSHOCTF002,2098800.0,Sim,Não,Não,Renda,Shoppings,Ativa,Indeterminado,,30/06,Sim,Sim,Não,Sim,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740595000117.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,RI-VAM@bv.com.br,2019-06-30
23.740.595/0001-17,2019-09-30,1,2019-11-11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,2018-08-30,INVESTIDOR QUALIFICADO,BRVSHOCTF002,2098800.0,Sim,Não,Não,Renda,Shoppings,Ativa,Indeterminado,,30/06,Sim,Sim,Não,Sim,Sim,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740595000117.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,RI-VAM@bv.com.br,2019-09-30
23.740.595/0001-17,2019-12-31,2,2020-02-13,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,2018-08-30,INVESTIDORES EM GERAL,BRVSHOCTF002,2098800.0,Não,Não,Não,Renda,Shoppings,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740595000117.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,RI-VAM@bv.com.br,2019-12-31
23.768.027/0001-24,2019-03-31,1,2019-05-10,FUNDO DE INVESTIMENTO IMOBILIÁRIO TOP CENTER,2016-07-01,INVESTIDOR QUALIFICADO,,322214000.0,Não,Não,Não,Renda,Shoppings,Passiva,Determinado,2026-07-01,31/12,Não,Sim,Não,Não,Sim,BANCO MODAL S.A.,23768027000124.0,PRAIA DE BOTAFOGO,501,"6º ANDAR - PARTE, BLOCO 01",BOTAFOGO,RIO DE JANEIRO,RJ,22.250-040,(21)3223-7700,(21)3223-7746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR,2019-03-31
23.768.027/0001-24,2019-06-30,1,2019-08-15,FUNDO DE INVESTIMENTO IMOBILIÁRIO TOP CENTER,2016-07-01,INVESTIDOR QUALIFICADO,,322214000.0,Não,Não,Não,Renda,Shoppings,Passiva,Determinado,2026-07-01,31/12,Não,Sim,Não,Não,Sim,BANCO MODAL S.A.,23768027000124.0,PRAIA DE BOTAFOGO,501,"6º ANDAR - PARTE, BLOCO 01",BOTAFOGO,RIO DE JANEIRO,RJ,22.250-040,(21)3223-7700,(21)3223-7746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR,2019-06-28
23.768.027/0001-24,2019-09-30,1,2019-11-12,FUNDO DE INVESTIMENTO IMOBILIÁRIO TOP CENTER,2016-07-01,INVESTIDOR QUALIFICADO,,322214000.0,Não,Não,Não,Renda,Shoppings,Passiva,Determinado,2026-07-01,31/12,Não,Sim,Não,Não,Sim,BANCO MODAL S.A.,23768027000124.0,PRAIA DE BOTAFOGO,501,"6º ANDAR - PARTE, BLOCO 01",BOTAFOGO,RIO DE JANEIRO,RJ,22.250-040,(21)3223-7700,(21)3223-7746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR,2019-09-30
23.768.027/0001-24,2019-12-31,1,2020-02-13,TOP CENTER FUNDO DE INVESTIMENTO IMOBILIARIO,2018-01-24,INVESTIDOR QUALIFICADO,,322214000.0,Não,Não,Não,Renda,Shoppings,Ativa,Indeterminado,,Dezembro,Não,Não,Sim,Não,Não,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,23768027000124.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3441,,,www.btgpactual.com,sh-contato-fundoimobiliario@btgpactual.com,2019-12-31
23.781.211/0001-04,2019-03-31,1,2019-05-14,FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,2015-11-27,INVESTIDORES EM GERAL,0,8692160.0,Não,Não,Não,Renda,Hospital,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,23781211000104.0,AV. CHEDID JAFET,222,BLOCO B - 3º ANDAR,VILA OLÍMPIA,SÃO PAULO,SP,045551-065,(11) 3509-6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2019-03-31
23.781.211/0001-04,2019-06-30,1,2019-08-14,FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,2015-11-27,INVESTIDORES EM GERAL,0,8954160.0,Não,Não,Não,Renda,Hospital,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,23781211000104.0,AV. CHEDID JAFET,222,BLOCO B - 3º ANDAR,VILA OLÍMPIA,SÃO PAULO,SP,045551-065,(11) 3509-6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2019-06-30
23.781.211/0001-04,2019-09-30,1,2019-11-14,FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,2015-11-27,INVESTIDORES EM GERAL,0,12436760.0,Não,Não,Não,Renda,Hospital,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,23781211000104.0,AV. CHEDID JAFET,222,BLOCO B - 3º ANDAR,VILA OLÍMPIA,SÃO PAULO,SP,045551-065,(11) 3509-6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2019-09-30
23.781.211/0001-04,2019-12-31,1,2020-02-15,FII NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I,2015-11-27,INVESTIDOR PROFISSIONAL,BRJPPACTF005,12491760.0,Não,Sim,Não,Renda,Hospital,Ativa,Indeterminado,,Dezembro,Sim,Não,Não,Sim,Não,VÓRTX DTVM LTDA,23781211000104.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,11 3030-7300,,,www.vortx.com.br,admfundos@vortxbr.com,2019-12-31
23.876.086/0001-16,2019-03-29,1,2019-05-15,JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB,2016-11-16,INVESTIDORES EM GERAL,BRJTPRCTF001,214674.89786655,Não,Não,Não,Desenvolvimento para Venda,Residencial,Ativa,Determinado,2021-11-16,30/06,Sim,Não,Não,Sim,Não,PLANNER CORRETORA DE VALORES SA,23876086000116.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,Avenida Brigadeiro Faria Lima,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-03-29
23.876.086/0001-16,2019-06-28,1,2019-08-14,JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB,2016-11-16,INVESTIDORES EM GERAL,BRJTPRCTF001,214674.89786655,Não,Não,Não,Desenvolvimento para Venda,Residencial,Ativa,Determinado,2021-11-16,30/06,Sim,Não,Não,Sim,Não,PLANNER CORRETORA DE VALORES SA,23876086000116.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,Avenida Brigadeiro Faria Lima,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-06-28
23.876.086/0001-16,2019-09-30,1,2019-11-14,JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB,2016-11-16,INVESTIDORES EM GERAL,BRJTPRCTF001,214674.89786655,Não,Não,Não,Desenvolvimento para Venda,Residencial,Ativa,Determinado,2021-11-16,30/06,Sim,Não,Não,Sim,Não,PLANNER CORRETORA DE VALORES SA,23876086000116.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,Avenida Brigadeiro Faria Lima,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-09-30
23.876.086/0001-16,2019-12-31,1,2020-02-14,JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB,2016-11-16,INVESTIDORES EM GERAL,BRJTPRCTF001,214674.89786655,Não,Não,Não,Desenvolvimento para Venda,Residencial,Ativa,Determinado,2021-11-16,30/06,Sim,Não,Não,Sim,Não,PLANNER CORRETORA DE VALORES SA,23876086000116.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,Avenida Brigadeiro Faria Lima,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-12-31
23.964.843/0001-03,2019-03-31,1,2019-05-14,BRIO REAL ESTATE II,2018-07-06,INVESTIDOR QUALIFICADO,,23078.04048285,Não,Não,Sim,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,23964843000103.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,INFOLEGAL@BRLTRUST.COM.BR,2019-03-31
23.964.843/0001-03,2019-06-30,1,2019-08-16,BRIO REAL ESTATE II,2018-07-06,INVESTIDOR QUALIFICADO,,46548.31422788,Não,Não,Sim,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,23964843000103.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,INFOLEGAL@BRLTRUST.COM.BR,2019-06-30
23.964.843/0001-03,2019-09-30,1,2019-11-06,BRIO REAL ESTATE II,2018-07-06,INVESTIDORES EM GERAL,BRBRIMCTF008,52560.3142,Não,Não,Não,Híbrido,Residencial,Ativa,Determinado,2023-07-06,Dezembro,Sim,Não,Não,Sim,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,23964843000103.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,INFOLEGAL@BRLTRUST.COM.BR,2019-09-30
23.964.843/0001-03,2019-12-31,1,2020-02-14,BRIO REAL ESTATE II,2018-07-06,INVESTIDORES EM GERAL,BRBRIMCTF008,56272.8142,Não,Não,Não,Híbrido,Residencial,Ativa,Determinado,2023-07-06,Dezembro,Sim,Não,Não,Sim,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,23964843000103.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,FII@BRLTRUST.COM.BR,2019-12-31
23.964.908/0001-10,2019-03-31,1,2019-05-14,PRIME 16 - FUNDO DE INVESTIMENTO IMOBILIARIO,2018-01-02,INVESTIDORES EM GERAL,,542458.957,Sim,Não,Não,Desenvolvimento para Venda,H?brido,Passiva,Determinado,2030-12-23,2018-12,Não,Não,Não,Não,Não,SANTANDER SEC SERV BR DTVM,62318407000119.0,RUA AMADOR BUENO,474,,SANTO AMARO,SAO PAULO,SP,04752005,30125773,,,www.santandersecurities.com.br,admfiduciaria@santander.com.br,2019-03-29
23.964.908/0001-10,2019-06-28,1,2019-07-10,PRIME 16 - FUNDO DE INVESTIMENTO IMOBILIARIO,2018-01-02,INVESTIDORES EM GERAL,,542458.957,Sim,Não,Não,Desenvolvimento para Venda,H?brido,Passiva,Determinado,2030-12-23,2018-12,Não,Não,Não,Não,Não,SANTANDER SEC SERV BR DTVM,62318407000119.0,RUA AMADOR BUENO,474,,SANTO AMARO,SAO PAULO,SP,04752005,30125773,,,www.s3dtvm.com.br,admfiduciaria@santander.com.br,2019-06-28
23.964.908/0001-10,2019-09-30,2,2019-10-24,PRIME 16 FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-01-04,INVESTIDOR PROFISSIONAL,BR00KGCTF006,542458.95695658,Sim,Não,Não,Desenvolvimento para Venda,Híbrido,Passiva,Determinado,2030-12-23,31/12,Sim,Não,Não,Sim,Não,SANTANDER SECURITIES SERVICES BRASIL DTVM S.A.,23964908000110.0,Rua Amador Bueno,474,1 andar,Santo Amaro,São Paulo,SP,04752005,0800 762 7777,,,https://www.s3dtvm.com.br,fundosimobiliarioss3@santander.com.br,2019-09-30
23.964.908/0001-10,2019-12-31,1,2020-02-14,PRIME 16 FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-07-13,INVESTIDOR PROFISSIONAL,BR00KGCTF006,542458.95695658,Sim,Sim,Não,Desenvolvimento para Venda,Híbrido,Passiva,Determinado,2030-12-23,31/12,Não,Sim,Não,Sim,Não,SANTANDER SECURITIES SERVICES BRASIL DTVM S.A.,23964908000110.0,Rua Amador Bueno,474,1 andar,Santo Amaro,São Paulo,SP,04752005,11 55385489,,,https://www.s3dtvm.com.br,fundosimobiliarioss3@santander.com.br,2019-12-31
24.069.712/0001-25,2019-03-29,1,2019-05-15,GGR ESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-08-23,INVESTIDORES EM GERAL,0,0.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,24069712000125.0,Av. Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2611,(11) 2172-2600,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-03-29
24.069.712/0001-25,2019-06-28,1,2019-08-14,GGR ESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-08-23,INVESTIDORES EM GERAL,0,0.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,24069712000125.0,Av. Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2611,(11) 2172-2600,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-06-28
24.070.076/0001-51,2019-03-29,1,2019-05-14,EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-06-09,INVESTIDOR QUALIFICADO,BRKINPCTF001,6677444.0,Não,Não,Não,Desenvolvimento para Venda,Residencial,Ativa,Determinado,2023-06-09,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24070076000151.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2019-03-29
24.070.076/0001-51,2019-06-28,1,2019-08-14,EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-06-09,INVESTIDOR QUALIFICADO,BRKINPCTF001,7147934.0,Não,Não,Não,Desenvolvimento para Venda,Residencial,Ativa,Determinado,2023-06-09,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24070076000151.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2019-06-28
24.070.076/0001-51,2019-09-30,1,2019-11-13,EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-06-09,INVESTIDOR QUALIFICADO,BRKINPCTF001,7147934.0,Não,Não,Não,Desenvolvimento para Venda,Residencial,Ativa,Determinado,2023-06-09,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24070076000151.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2019-09-30
24.070.076/0001-51,2019-12-31,1,2020-02-13,EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-06-09,INVESTIDOR QUALIFICADO,BRKINPCTF001,7147934.0,Não,Não,Não,Desenvolvimento para Venda,Residencial,Ativa,Determinado,2023-06-09,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24070076000151.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2019-12-31
24.703.709/0001-11,2019-03-29,3,2019-05-30,FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH,2018-12-19,INVESTIDORES EM GERAL,0,3000.0,Não,Não,Não,Renda,Híbrido,Ativa,Determinado,2023-11-13,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,806535000154.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2667,0800 179 444,(11) 2172-2600,www.planner.com.br,investfundos@planner.com.br,2019-03-29
24.703.709/0001-11,2019-06-28,1,2019-08-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH,2018-12-19,INVESTIDORES EM GERAL,0,3000.0,Não,Não,Não,Renda,Híbrido,Ativa,Determinado,2023-11-13,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,806535000154.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2667,0800 179 444,(11) 2172-2600,www.planner.com.br,investfundos@planner.com.br,2019-06-28
24.703.709/0001-11,2019-09-30,1,2019-11-15,FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH,2018-12-19,INVESTIDORES EM GERAL,0,3000.0,Não,Não,Não,Renda,Híbrido,Ativa,Determinado,2023-11-13,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,906535000154.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2667,0800 179 444,(11) 2172-2600,www.planner.com.br,investfundos@planner.com.br,2019-09-30
24.703.709/0001-11,2019-12-31,1,2020-02-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH,2018-12-19,INVESTIDORES EM GERAL,0,3240.32398364,Não,Não,Não,Renda,Híbrido,Ativa,Determinado,2023-11-13,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,24703709000111.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2667,0800 179 444,(11) 2172-2600,www.planner.com.br,investfundos@planner.com.br,2019-12-31
24.774.904/0001-32,2019-03-28,1,2019-05-13,NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-09-22,INVESTIDOR PROFISSIONAL,,37428.65749557,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,FINAXIS CORRETORA,24774904000132.0,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,informacoesfundos@bancopetra.com.br,2019-03-29
24.774.904/0001-32,2019-06-28,1,2019-08-05,NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-09-22,INVESTIDOR PROFISSIONAL,,37480.04057334,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,FINAXIS CORRETORA,24774904000132.0,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,informacoesfundos@bancopetra.com.br,2019-06-28
24.774.904/0001-32,2019-09-30,1,2019-11-11,NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-09-22,INVESTIDOR PROFISSIONAL,,37827.66976238,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,FINAXIS CORRETORA,24774904000132.0,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,informacoesfundos@bancopetra.com.br,2019-09-30
